star_id,ra,dec,teff,logg,fe_h,alpha_fe
2000001,156.95816477112135,69.04074854954587,6237.1533508640405,4.538180577234257,-0.029404295280842874,0.4869617429914019
2000002,9.333443458040879,-60.89011482265025,4121.055923190821,2.1224407447612164,0.2962181315134922,0.312741408716341
2000003,197.8784920363353,-19.051191837195475,5972.233218795218,3.7795792552003955,-2.1697406136403448,0.03351242292307052
2000004,156.71606134257968,32.448509261694014,3918.092092920592,4.486334941221109,-0.8020382499007948,0.48874457170709223
2000005,151.33240875149605,-45.06745791960262,6490.284068317824,4.999116583889925,-2.3194505529216265,0.28112500403792084
2000006,118.92053556139469,51.87664915249047,5217.715085956023,4.001751334682991,-0.542102079592157,0.49425685492026433
2000007,73.6735082536233,81.65006227156746,4303.649985801619,3.0669014719653194,-1.4212382405969524,0.16160351830579567
2000008,222.93754788623892,-49.45444358701488,5694.821140969385,2.337108050980787,-2.3763348800092636,-0.012707722113735859
2000009,107.87568252282833,-52.110337695702654,4425.558579648041,2.977162309757311,0.003769740616275552,0.28433309822714636
2000010,96.05781903703199,15.484440125586659,5422.463519767403,1.218022467620119,0.15606892604019063,-0.015456033247145784
2000011,223.60817979694616,20.49818256561815,4047.3557694067667,1.1541234227468933,-0.9808806470670111,0.29178705631937824
2000012,190.49115393973406,16.414877187584267,5977.44321151373,4.059050064798701,-1.3195374817161927,0.3633070936557919
2000013,48.448780324176084,-56.496361792933904,5195.010095014536,1.75387074436123,-0.17605786019484793,0.3213376201137223
2000014,184.88812365566872,-45.278787041376575,4949.827201613509,4.962096551574883,-0.7073927350032214,0.21381601369211822
2000015,66.3983516328895,22.532263643016222,3941.2215778375703,3.6379873748798968,0.013936179573257768,-0.1799264892115916
2000016,282.7206532140024,3.6866550017897595,5540.574074616101,0.2027498246887377,-0.13601574962009844,0.3317318372711073
2000017,307.43110535021594,59.22482639356667,4127.470485889068,3.4079302535845564,0.046557211024294,0.2784730483520979
2000018,177.925261457494,52.25399661812517,4221.162408812116,0.12914664202146597,0.4490824996496525,-0.16941526238581106
2000019,304.76213472868847,-64.63635036265566,6565.823220281304,0.9495660675315309,-0.3675742538464899,-0.008431027080118558
2000020,28.672371723261957,-75.09301249117334,4687.588742784476,4.503486917292151,-0.7239088821147557,-0.11775417298076243
2000021,181.88859244381342,-27.78133451669617,5965.018509049905,2.730859914224013,-0.681883593940718,-0.17802874860634543
2000022,23.503141579276118,-78.65246082505945,3744.3004106008075,1.192002821064827,-1.9373384581384778,0.045000667305089614
2000023,154.1240379350602,-41.93256864129346,4307.102160512342,1.775115568490076,0.2704253212031844,0.10001437109202055
2000024,34.75112963782052,-81.81709611533842,4081.9196880768723,0.5303940341437885,-1.4362581228049613,-0.1797059155508221
2000025,45.77758981245989,-29.82637370361053,6530.796408676109,4.618243288836734,-0.15705724061752502,0.07621874630620878
2000026,214.82831123229448,-61.822563614696904,6825.431238908455,1.7251782419991002,-1.272237177615088,0.18254404449390343
2000027,81.36432021752492,7.1356976574117255,6454.6783990747235,3.104947580535446,-1.354159948767278,0.10818198116122135
2000028,38.500446351593865,-20.41309366218499,3604.6483468582574,2.271521418687251,-2.1075401525724224,-0.08778977884604096
2000029,79.3102345454015,61.64129971614983,6868.922450677748,2.399629008332447,-2.055108644994543,-0.17992692229622897
2000030,125.93746260118773,-49.231316063293015,6157.613193985368,2.2659976974998397,0.2804892603821161,0.09923485603020021
2000031,168.40349444962808,-23.89736392047851,5914.408989014705,0.0552643825300958,-1.33643855070097,-0.09981253123383649
2000032,72.62756145538752,-71.13875955267363,4266.139035997949,2.9901894503629296,-1.1869982633488445,-0.11241340424838575
2000033,230.54642107736933,-51.293072525334,6838.434003114104,2.409665615976095,0.017370343710932268,0.24233572636494977
2000034,173.90514079863058,-40.58630933051704,4703.254498947659,4.3254663001426525,-1.5541827651062734,-0.010324075213774236
2000035,181.88521920667768,-26.733292744237723,6224.55955460987,2.4516222467069886,-2.281253561735025,0.16249067606206052
2000036,139.28135440268136,68.97163291904721,5368.284295033194,1.9658829115587395,-1.1746054948395848,0.49485283378465833
2000037,285.7094835989677,65.59243682135897,6474.026603440629,4.112784414296765,-2.38720124362427,0.4038948875110235
2000038,208.8015043960104,-69.31716080866084,5589.984650744169,4.554925572131431,-1.9982632841452201,0.40219570395292675
2000039,58.42749546083299,-76.13834900792608,4449.325493244948,0.06378411207807022,-0.5026995457779182,-0.09124241363901134
2000040,252.27084477857625,21.67269951570877,3520.5020112183397,0.9486816677496751,-1.0332706232960112,0.23941263015742614
2000041,347.2383888321319,9.524223154947961,4207.789024561478,2.530073391059471,-0.3820549528263104,0.09543663957622384
2000042,180.00301002127802,47.56674311406434,6884.515450848579,0.6350254643088155,-1.2042223244876107,0.374272700828194
2000043,320.22722302061214,74.27737989617097,4199.997431647459,2.4012983503843524,-0.19458781433550554,0.4691834057519047
2000044,122.98091496159948,46.46694028241484,5275.389415737869,2.885807826838808,-0.42671806025236503,0.4532313573565054
2000045,204.17188594597533,-9.65913624100547,5963.141501854023,1.1308240106729017,-1.368606738063225,0.23041031229017128
2000046,153.9165467865996,9.848147382497359,4596.063054882268,3.3854200539186285,-2.0126822030203324,0.31005751204148796
2000047,157.22901468964764,-32.41788737448164,3963.902236805272,2.5473116625961096,-0.6164793992619875,0.37897153791426935
2000048,279.5613065989561,17.26589486364007,4545.279093238278,3.5047693859204134,-2.483193923526798,0.4746110353079302
2000049,192.8175024591563,14.398678799065834,3724.2879333730098,2.720899122961222,-1.9548395545533417,0.11899739899844491
2000050,343.34720170015197,8.169426001607462,5995.360313904905,3.6929904632503776,-0.3165244980681976,-0.12910038887413433
2000051,195.91493765331677,84.92025586960025,6022.037829129004,1.9653830906644538,-1.081841071292636,0.49236096251730105
2000052,29.554172019008927,-88.49358205937602,5903.958287918382,0.31911340691030465,-2.384902522869732,0.4135809918294378
2000053,131.88326460300735,-81.59329863036344,6443.177344786434,0.8660223564106911,0.3946539357374972,0.060030276927437565
2000054,306.3061814416206,-32.1831557790839,5097.07231455275,3.863292043806412,-1.8598975164127,-0.024163711292799622
2000055,146.25901549726228,-69.32291438967937,6230.191859562083,4.060336147425917,-0.08995016048741356,-0.16454470770956986
2000056,9.792851722145851,0.9355973021840214,4706.136707465997,2.9835854789196397,0.28965244201382845,0.19126781778833374
2000057,88.9838060390472,43.409490507534485,6830.588496107903,1.950987823417909,-0.1516775063370588,0.08467670084643719
2000058,24.171973465303683,-71.06154976371346,3567.3485900968008,1.5224119223370292,-1.6185658820346172,0.2463301932392778
2000059,357.78672411165826,-10.294677361354303,6220.393352830517,0.7611145088849985,-1.6867035687381624,0.3818780314481908
2000060,349.40891281578246,12.305574508929226,4203.801064052188,4.04041541997035,0.2921798772904185,-0.13563177047237168
2000061,288.09300640773125,46.89691329130548,4145.939796728386,4.418913234773208,-0.5926688727050036,0.22572755342603712
2000062,216.65416370596827,89.42775239696672,4206.9895251649,2.9933108571112066,0.42877111635890586,-0.023316898874819053
2000063,275.38554976260536,58.64904838326953,4012.393789777707,0.4454209218145183,-1.7407948762072754,0.22436797742634096
2000064,60.921160770304056,76.29833460096498,5642.863143749881,3.492189281204068,-2.068597424995459,0.38807845884950626
2000065,105.48836345499832,-52.81874600930537,4830.485987872796,2.9112619582095043,-1.1524338868988533,-0.04762146847335558
2000066,188.66407510813113,10.557372447089264,5656.456464157026,1.6662595733942576,-1.9428615202259008,0.3446869808776342
2000067,128.3847412041932,32.484783720371524,6318.037190263127,2.8232281331930458,-1.5654437730918191,0.4349649481582271
2000068,16.44442748834402,56.80654938319344,3993.561349926956,3.7220902037195676,-2.3397931401764582,0.3587572552320553
2000069,353.9352403285966,12.454861849217792,4176.275552015053,3.888127875338703,0.1094595273626342,0.12291517625204429
2000070,158.8877709677448,66.85268501370976,4885.488183500067,1.3366957963350141,-0.000757916165984085,0.09020299668852377
2000071,181.44015817649495,76.96422044930213,6806.399520541338,4.953836903018968,-0.38840688866786355,-0.09634341819088432
2000072,116.47487431249158,68.49023621650937,5876.43931785896,3.7302938880537786,-1.8739954595978041,0.4807881911481467
2000073,93.50811098896934,-38.82607493148198,3500.622216922157,2.53418381081302,-2.2068370625689804,0.2664675782806146
2000074,139.28035871547448,5.880502870004705,3639.0509441784084,1.1073774827445964,0.08374175585044163,0.1490943539567398
2000075,299.5260838684203,-72.63903296568839,4454.157400989401,3.160263308553838,0.3521075963413818,0.2811698727091091
2000076,265.22894026336064,55.59814832616317,6589.042316313518,0.6273962867271554,-2.110848052279115,-0.1285013189906603
2000077,136.5158040989895,-22.277419780683218,3991.017031663978,2.723940167329931,-2.323525562553035,0.11245896540533062
2000078,4.686241210038227,73.97020383684676,5406.406945657394,2.2054592089479486,-1.3083100285998808,0.2642864881901375
2000079,287.0657780517337,-36.65784761204231,4563.743578563258,1.903306013305191,-2.3625228304556942,0.40540589256469545
2000080,96.97996713466843,66.19153185726532,4373.386647843559,3.654918883653906,-0.10863807067877751,0.4674381045319443
2000081,209.76655987045243,-25.289987351338908,3597.5984711169453,2.7247411682516103,-2.454688427119863,-0.19598363797646695
2000082,9.198339065889392,-46.038651593033116,4957.129521040377,0.4777930115355211,-0.5349792385667551,-0.05609645038372782
2000083,238.39272693659728,-5.0111790766552815,3725.7649299594163,4.81622360307986,-1.1550792245022805,0.3808013027250606
2000084,139.50843331438134,-87.5403627568464,4896.313080568175,3.331535677638655,-2.4637547698081725,-0.047691250113345574
2000085,178.94656754442454,79.05554940916034,4467.059203838826,1.432413285084666,0.2757080271648391,-0.052059545671537394
2000086,149.3661014548874,56.956810151533745,4728.953217815201,4.819985697102654,-0.9079196115652621,0.20097911149860515
2000087,126.31388446859057,-79.96173657388215,6634.633704612681,4.940795938475161,-0.3360474423115689,0.12876045031934757
2000088,198.35204591679093,-56.720953517377595,5025.547979393549,4.072718666807818,-2.4390772127514695,0.08615417599240432
2000089,350.24784835493693,12.617299309891294,4005.2093823405166,2.4994502059931465,-0.644816611877844,-0.12655302415355293
2000090,40.59943748570573,-85.17395647089089,4945.886677747649,3.716182034291289,-1.7735529394516139,-0.18934131806543575
2000091,112.77307023469689,-23.368638502274777,6833.226628660018,4.257360877180487,-1.2848256753664122,0.4852128873218123
2000092,15.04717553351162,-56.32261587617807,6032.178561748386,2.9155449522258685,-1.3865369496902056,0.44909766189298245
2000093,265.82391310352415,-79.9087332900626,5659.736167198701,4.369746246168398,0.2654222868455185,0.06654774586965395
2000094,236.70445955725583,-71.00047029644311,6059.738161429183,3.644594881154124,-1.29681595015203,0.24780420551251126
2000095,77.26886870398332,-81.71027794132209,5432.031148351383,2.2453548690820915,-2.1596063232843132,0.05456684654395905
2000096,150.03123847032137,30.85124983755979,4048.397996034745,4.601666966524448,0.4778123084575858,0.43277623266875503
2000097,231.7830962933502,19.304692591106587,5794.708277347687,2.786751002440429,-1.9683988714658445,0.14564482368521708
2000098,238.1332776175589,59.24929947984782,4533.8971214767,3.1303509692265448,-0.8529853043436568,0.31775257725433165
2000099,61.37176805415745,-82.38490872362767,6879.599008904639,2.19401885156092,0.12156626180011809,-0.18944569179646636
2000100,317.39480486947747,-46.64128618459744,4125.6137619283045,2.7044810367743226,-0.51504358873161,-0.16314397286378185
2000101,280.0829375310486,88.52693977619421,5652.502230771466,1.9231196686481533,0.28561624683980735,-0.011086852742048792
