objID,ra,dec,z,mag_g,mag_r,petroRad_r
1000001,150.12792169292663,-24.360536733860286,0.027599686437555452,17.575417748870212,14.002039630014936,3.5886538664110934
1000002,259.3168176391769,31.09491533223145,0.0769675263873338,16.07834505152881,19.200301105845483,8.931155305705639
1000003,0.04117493424415919,9.553761993597917,0.059562301216989244,22.875868312392413,15.944906627999401,8.70216054990611
1000004,108.83972614746231,-16.845256128156066,0.08330085069265765,22.610284828001184,18.778687774741208,2.767708926873798
1000005,52.83212069416069,-18.367384824948843,0.05343672122119098,18.72356856800662,14.774722224171395,2.6197313963167654
1000006,33.241894116767206,20.31836359711133,0.0380982020151468,15.944514861341052,17.473546474972913,1.0258414762078067
1000007,67.05367609596152,-78.95709884099692,0.07185543575489022,15.51029925234265,23.414264700915446,3.086048557202764
1000008,124.40186173549719,47.60995712288053,0.07311212088912225,16.393502586407664,14.636560205653506,2.2601264740491955
1000009,142.83629072304117,-47.94347197306197,0.08585381760129539,15.154127526288525,15.283434570826385,0.12234688841775679
1000010,193.9740242412085,-60.131067753235286,0.01638375254757217,16.242048409006287,17.955893778848566,1.273264218057482
1000011,150.91002518518613,-13.77283264798865,0.06052392588726153,21.449391599930724,15.329472251821056,6.286998573888871
1000012,246.67902014283342,-5.679378221805294,0.0842051039323705,22.42193841968784,21.363535624336663,0.18365536915710012
1000013,73.60280990334627,-40.601412791105915,0.012342044771121372,18.390665509315262,14.048041161106987,4.013251192107618
1000014,316.12227710074035,-34.176449211705425,0.06618849986789441,16.25411459590805,23.486430067299345,6.865267819627983
1000015,9.859533551253419,31.166672170618597,0.0695697028666892,15.654396240372467,15.87935116851287,1.325329363474623
1000016,241.3683036642248,-84.59028537615414,0.07958399604864277,20.154217000278646,23.08316960677078,0.7219516080767622
1000017,150.22972885216572,27.933164905499453,0.06728520411522965,14.249164899949054,15.365170405636263,2.051142479575579
1000018,201.12833824047058,3.8616563162318727,0.10232271204220825,19.343050905021414,17.716128463650968,4.223955094660116
1000019,50.539297894284154,-3.8325316543297276,0.011778126126314285,17.738393590736365,16.392532447497867,0.913630295162132
1000020,71.31653607055637,39.68811028170279,0.05814080845685866,19.6473320652634,22.62139966399207,0.6695932701562306
1000021,288.2680447231932,33.88534043074003,0.03694682247151748,19.195386148229822,13.56001893006289,0.1900084153190794
1000022,348.5741672589831,-78.33404916174891,0.06136664126369907,14.571332849996956,16.822394887930308,1.1290698173786446
1000023,112.83270413732743,54.0424702141338,0.021353523305286493,18.67690506773299,19.776508976743553,2.146602530707472
1000024,249.23614164095306,-82.94847154586168,0.042239788762451616,16.85333474939535,19.65023081833736,0.47041473694969393
1000025,315.5000948265738,-85.13770719564454,0.07101186199830525,18.075086057150113,18.564285479557995,3.5429415694813313
1000026,322.05839886138506,4.655769152380344,0.046795810618006216,14.079334635739276,23.113801594538078,3.121971332446231
1000027,30.61591609312005,42.26381993227167,0.06231003367134643,23.676568620386895,15.596182872437415,2.5886914037635975
1000028,14.05972196383765,1.003460604954995,0.0467284907040195,23.11632145617154,22.276546145491483,3.1920449553987886
1000029,61.1389510432448,-37.1397462671924,0.0643186896279655,18.558665542715946,20.978072134141243,2.2440454668272642
1000030,316.1313012345887,-56.48740121028796,0.04589402124913302,15.708587436455204,14.849406282446347,5.656627571374291
1000031,35.40486017989804,29.29368037703395,0.026060832605438355,17.586190284185907,14.757963138692444,0.6699846583314186
1000032,151.59874500181877,79.58279445126755,0.017018881143060827,16.981310741553003,16.40034269154767,8.175712523556019
1000033,344.8402308541807,-61.41989589584924,0.0638766305414461,16.89782279231174,21.70465783849162,4.0963381325413915
1000034,191.93950259028614,-40.34437028006349,0.02972491236654984,21.897549872750297,19.67197135697367,2.1666900456856886
1000035,249.0757610221704,88.39675218649958,0.059067289635970535,15.434649862375487,15.446311512589983,2.160362253696636
1000036,113.58562716218266,60.07303134900977,0.06643678038333707,20.4489895020034,18.18077646771686,2.739269141062067
1000037,247.14033396537013,45.028137692667,0.09660434102910642,19.939807524502704,18.58869135185875,4.223209996832222
1000038,300.46524188305426,-82.42682352579266,0.07295903024225944,16.559226081054668,18.178124873868295,2.8522256269426087
1000039,6.58377984390905,-85.13692516186408,0.05622514111816388,23.69633122251932,19.434704866633485,1.918684523628824
1000040,270.0519533801883,-2.302157151205364,0.04752722221197716,18.97283756767463,20.459539147519607,3.5702594927839084
1000041,355.98999200633807,-84.20470429286033,0.03441274929121678,18.900991248234668,19.91586666727475,3.411356595040414
1000042,269.3396355767422,-71.72541938346777,0.05115661477732066,15.817088262519306,14.795885573798763,2.4167465319892805
1000043,100.95983714318587,11.392927081311868,0.05444241862389014,21.00523430053292,19.201812154763996,2.9926368580662315
1000044,284.14055824253586,-12.995386111629287,0.05226835441925128,18.48190464257833,22.690957659079707,10.119254279482043
1000045,37.16136236795113,52.35629160952138,0.07090774182595824,17.62527999584203,15.167181866847432,0.41657577119548184
1000046,161.24166942332585,-40.68186397255536,0.07328545020308386,17.420335323849283,14.119374811871864,4.317347368548691
1000047,327.0943811135144,-40.95906820938401,0.11555328889812422,14.150074110517274,14.080900706103337,0.29146497836282603
1000048,105.70109341452462,-16.952132006168227,0.042188866585869914,15.059338860161938,20.334311611944997,2.0227386289601115
1000049,103.59912189108555,31.181547937039653,0.04811394202268231,15.74390126449264,17.515689230951793,1.9574745578330033
1000050,46.81028596257996,86.6696510343337,0.07140422938115665,14.866043560360538,15.317491975840746,2.977717326543449
1000051,6.972104833306947,-18.453042485117635,0.03615309356695203,15.273803004467975,14.414989387790676,1.5901643412021373
