source_id,ra,dec,teff,logg,fe_h,snr
1,73.11437850664132,-69.91335074765878,7206.078425390796,2.7467195573245546,-2.8326784954756596,177.97568001776511
2,357.525853720732,49.717815083508185,6176.001528446648,0.2912431285535432,-2.2261307519309868,149.2671091858002
3,329.1711159254266,34.561506355095645,7271.14005128377,0.33764856205730737,-2.1835949749815087,21.670074078317434
4,351.65735998680617,35.185886525788305,8505.680948062833,0.7165157164038439,-0.21352689613462372,80.57660138219845
5,232.16205981678064,49.02600607234851,6917.391125557,0.8338309101735814,-2.2692918566058795,53.89142451779827
6,246.9945880375689,45.90121697439946,5844.831536758047,3.2128188356254475,-2.6241586476582563,182.2772724243379
7,292.3838660732973,84.18276349011603,5712.260403367253,1.5180480773885332,-0.11823628180354584,181.56581243889042
8,326.348180063073,-80.04507844126888,5741.967084477085,1.0456016041588696,-0.16187986460252546,131.14880770584975
9,236.37920751278725,19.32506607151244,6693.80749776797,4.0304633157150755,0.2260255340595938,94.05077297086336
10,317.6338455587315,-74.57213140615664,6121.556776574456,4.8429415358555135,-1.9837686385393076,27.867347131376608
11,114.19819995311428,70.24855296469946,5526.353098423604,0.6218549129915774,-1.4710590283754197,59.22855029508689
12,262.4519795595045,-73.0850946313546,4664.667358448321,0.2931049907449239,-1.1828881964455353,58.71798626834272
13,231.42629601994025,10.927048725825742,7416.600164729069,3.6384116141906793,-2.7537942376682616,51.53203789686336
14,251.26528784878968,-15.542326929969931,5800.86553388008,1.9060062114137646,-0.6685820943904552,131.06805848062046
15,327.4678990678234,-84.71350794505035,3218.7186452521883,1.7452903091040304,-2.338111727487239,156.05912444451343
16,328.838604854656,-26.849083811650374,8645.914452102621,2.596263166861596,-2.0060216926796586,97.33932068353508
17,309.71517188741456,61.611227518974175,6440.830362081022,1.28848442280375,-0.640103956620413,118.0881521828855
18,144.5374366544368,-28.55831048992175,7222.451398261325,3.4024418688592415,-0.8571948751647862,109.97484021876899
19,35.518200623086734,-29.55587333878097,8630.322313659646,2.448027559070623,-2.9080621364260826,117.97556310878379
20,152.67195472682383,5.972395018473051,3396.0152827849065,1.219581061954773,-2.4234690015166445,196.17984959182982
21,309.82177587017793,-14.266355917192726,4380.542282622103,2.4221632889829494,-1.7068381318641244,115.17236602955734
22,339.0904769292603,-80.08352392966319,8046.949938766228,4.587160426547804,-1.5977307800604366,154.7970867806348
23,174.62256362537065,-76.5591190883472,5654.924882924819,1.3628166901122372,-1.8892557492662585,173.30017757411557
24,221.8152537775107,-7.4626273047825435,3492.9867336061134,0.1351710429697034,-1.5296753756297148,127.22428514752528
25,190.35875915542942,30.142284928521065,3251.867663544115,3.0252957252228865,-0.15736747569520926,68.55709716454527
26,136.50064182110555,-35.3595090957535,5205.90980574348,1.950879312466237,0.22551956624890135,51.02120673009097
27,83.17259204717163,19.905851514134767,5316.332059481436,3.6809760640643545,-1.8586447593877775,116.38445186030435
28,35.43484264185477,75.08102981735308,5033.426271067057,1.1486644391404428,-1.4050609882485858,80.41971002136526
29,182.3614612541243,19.647380810857484,3818.357412397198,2.510800543254004,-1.8459117693527625,68.80745883232362
30,10.08355317025471,68.8574160862257,5463.843053105442,4.417359011711451,0.4154393556281222,142.4725505875587
31,219.58863925275836,-66.75275879235542,3317.4187604549643,3.080682000107577,-2.98163966256324,84.35774547799784
32,208.45264551560163,-58.047775338209675,5592.408072156197,0.30935155588980584,-1.2880106815953067,112.97174655076702
33,229.10060038424783,51.00910528664747,6529.339475663062,3.449893325108566,-0.5154863400350629,31.019694234751213
34,165.71401890056563,46.821609538126665,6096.52208947404,3.5976900389128725,-2.856644030345984,105.56769276785259
35,119.04233431574355,-33.31985568009591,7178.875032762482,3.079333523958595,-0.13422579350846364,80.13838326288813
36,298.28204780243544,44.866655815822696,7888.964168299162,3.6074767908022083,-0.19538992168649694,179.67650794206082
37,74.7681451095187,-11.967507937792945,8396.520070782408,1.0321542897020461,-0.43002230643098827,80.36098395877531
38,99.13887294745727,-28.68190305899519,7231.2404941157665,3.414974656591426,-2.230548221866915,168.79657741238262
39,252.8281698813225,48.93137412150142,3270.8569810532913,2.0103207725048526,-0.583288040640817,66.02712304372652
40,305.71879732220236,11.068529202259626,4453.639911478483,1.6870177541493083,-0.46905144235081453,142.17611278048946
41,182.82103881752502,-30.50172043531532,4899.289710707597,2.154871914700288,0.15559539021256708,127.66332329084926
42,66.33545515169997,-6.888349523133556,6214.125570167742,0.8461302546082063,-0.2594378583224599,120.09754499126517
43,48.488116660707206,20.48533644091306,7563.126106997463,1.3731211359914546,-2.4856007527210053,73.63264806884766
44,204.0048787942176,-6.523901474923662,8862.244960704655,1.2750242250400152,-1.5744142940309107,134.76804519038535
45,172.44563855049282,41.61054023198653,6147.99742199114,0.698354042761196,-2.002659655791897,133.61170717625672
46,212.52206496507307,41.03718558036428,8702.784278957042,3.972991352854577,-0.33433411761496945,39.686337477976195
47,128.12782302667395,-37.42746651467218,4263.2444490003145,3.9807183787101366,-1.2047772725224002,109.57351804822028
48,29.253681250443854,-77.1495646174223,5139.710568130327,0.3901868512588751,-1.9955499086272595,95.59223314371374
49,26.04923360948095,68.1431288887228,4780.947023579094,4.275608148029678,-2.2413589300183654,160.07529279787673
50,170.46798603463031,37.62458782125897,5543.119114691891,3.413811444257543,-2.6673016481949805,157.08772596824417
