source_id,ra,dec,teff,logg,fe_h,snr
1,153.09796588640566,48.62377097673178,5946.004589955596,0.6753001619763853,-0.4470912952449986,99.74765146542134
2,78.02629518260073,-35.67355694855818,5490.724795655811,3.6830010763680763,0.28148529108435527,136.53982483848938
3,123.12716870213933,-42.15811344127352,6510.942673069114,1.3503571886620553,-2.3757045565854105,91.95844946676964
4,162.46408212180847,65.7729428206585,3642.871369344615,3.2174002321469453,-2.8211921773828816,93.24915302465132
5,249.97140258750582,-34.81872450208227,5131.189418318052,1.1415275675538663,0.25597530597335405,111.54808545619251
6,356.11336094876657,-89.57932213387396,7525.299723790528,4.7234000308006685,-0.20740381395528562,64.91157077065083
7,94.91153429552102,-55.37207489495061,6909.878465881636,4.354649771739083,-1.304225285587854,55.84387197897176
8,109.20269977225229,19.547460160126604,8579.049128788363,4.036393072400298,-1.0323348977705895,171.53710375521564
9,317.0433705426729,9.247898127584449,4576.489138244717,1.2463060646948496,-2.7715470714434955,170.76919337855796
10,196.09290031175598,-33.34795421182358,3630.375725225983,1.9549374313492782,-0.29242555502578815,32.86517088641371
11,51.02398757557113,-11.216433048361267,3220.1746402584745,4.836326049946234,-0.1357755307922477,141.33308146253918
12,29.59125838057431,35.63677955548543,3977.8692631896683,3.2766632772302637,-2.2564256091513144,159.44249757405814
13,345.03090457485837,-11.275849381169024,5393.030347597374,1.6793747710094384,-1.418556969616862,133.0161423119871
14,325.99782919049227,-66.3801222499511,7863.773315322495,4.000260076409986,-1.1912552717905878,12.095329303494555
15,197.1725847334197,-49.134070669279694,7350.444207344606,1.7146835265002653,-1.9831056779365552,64.09561635219771
16,312.14729807726985,51.37828143218806,8611.736951748095,1.3455393748815054,-1.198747576058338,124.79819659770827
17,300.59032131265707,51.16189619645431,3380.2541794527383,4.198676699747629,-2.7530295377739766,100.67083826461122
18,144.2904511940119,82.10943376260587,6626.683300710456,1.0813490409044022,-2.79278254250024,172.19882781853607
19,254.4770751362613,-53.72485657239379,3708.4085455043573,1.8967821453465212,-1.3324724022186973,35.86663255445466
20,122.29773057302826,18.84745034001135,8986.545227237242,3.2565930097274145,-2.589067142838275,167.81540024483235
21,59.355105027190945,62.50104380478518,8742.154943279456,2.611497558460136,-1.7681085273425818,86.35078241295984
22,144.28936599074223,46.251414210746134,8316.818524992497,2.1717835912603958,-1.9613728358190794,87.53011347218539
23,323.4624128717891,61.83812802460298,8695.847358854078,4.317619116528641,-2.2744862753111312,107.35053022791493
24,70.17548786711784,-77.79220041669478,6474.235832308286,2.720722093945502,-1.8226766040066504,53.296415273435265
25,302.0807692215846,51.55108799216322,8003.716413210601,2.064615647856506,-1.9045155667582208,184.16457527569315
26,66.75379509283911,13.918803355156285,6805.472206086313,3.7699663035287854,-2.703639856221793,121.19815712589305
27,141.46872477401402,-18.216152124333917,6406.181728344904,1.8337618023209512,-2.291099840901908,78.88788142464276
28,27.1739721633993,12.445148754888237,5638.810640106791,1.6319987371617537,-0.8452318020486316,119.33465674935705
29,274.2525382253466,14.41520788641408,5242.415528273377,2.9542856575764187,-2.31799416216141,77.16280947368995
30,201.38352175838102,22.43653133000555,3486.8004396615597,2.9764121113018343,-0.031067592143791067,14.637215069504043
31,343.7446680996396,-30.155465392726846,5627.135714218263,2.556613520998994,-0.400412941419237,163.4705674633175
32,140.9479892911191,29.602359966076946,5657.849245624205,3.078564721623506,-0.8524854501634613,96.76660403505579
33,169.90727494089865,-15.59889278652625,5263.771508830743,3.1561702713205926,-2.79033328317983,190.62388911843334
34,86.93026951944076,-19.429441387306284,8045.001443861137,3.8904117536550147,-1.6187808456955382,198.24463995164513
35,196.11103079310442,45.01429381421042,8571.628167060704,2.720232222198558,0.21110660638311174,167.0630638088448
36,101.94252480416702,13.490714140989084,3488.914899399478,0.9860529136644953,-0.636236550594087,155.38667637687058
37,341.800010008801,17.963649599001087,4382.5273412916395,2.5826827734338913,-2.680703689480915,75.74152167355759
38,179.47708735564345,70.88923668833974,4105.823191404813,3.3549473631309943,-2.677382083286593,46.01992986269385
39,40.094072162339536,-66.94374626521817,6599.5492706482855,0.38508287413632536,0.10223314489036373,141.07865667930832
40,301.83057992162395,66.40293651760044,3607.097213052855,4.891155510836679,-1.1844536196291888,131.3671664020211
41,71.73892786546729,-16.381875818579843,7878.218863947272,1.9908521003943953,0.2247464907656651,77.71001849112373
42,11.297725191429695,53.81797944344228,5716.156723275597,0.10061508940326201,-1.2766648162626308,88.25959743780219
43,350.93752409050967,-31.547987382581915,8781.652304713276,1.3761164970656041,-2.1749897891814483,88.10758209446651
44,359.8052705423112,-19.522549856171224,8746.21137998595,1.4989016301410387,-2.022857883919276,57.283998956585705
45,58.56491939768947,41.31917390421208,7614.027091620996,2.545981949051234,-1.2368539179076405,53.1129554082723
46,39.04005698048361,-14.463895715677609,8888.805271317506,2.2064960674200034,-2.3149942611051393,178.78521427548773
47,67.6423521588576,2.7445810768682577,4006.096727427335,1.24173118766464,-2.041117208666816,162.79567683021938
48,353.6879563146024,-83.04702100510893,8593.89170491866,1.939854866209915,-0.39462972648928973,49.55531346669974
49,287.20867251785256,54.69537723523143,3463.6329234083387,1.6456770377455576,-1.6481601069721705,95.55144424706829
50,27.55284237059556,5.411540669177668,5524.732876669705,0.30119643683749875,0.22785429012257552,101.07332687406442
51,137.45359456315384,22.29838331216756,4159.206188019677,1.2206143426489058,-2.1045298293196866,61.748428302513304
52,347.3381740628346,-18.504495464729487,8001.98376426181,4.390016156896426,-1.8498314003755618,92.20843032976948
53,224.65974186514305,-37.32973784225458,8608.963207249217,0.2640962176610998,-1.7573198504175531,107.43293555179174
54,133.10967788738995,-89.08747295778399,6382.495226579812,2.834054883303764,-2.637169939163134,64.38819132265257
55,357.1677992340705,-31.704413443176158,4165.290087001567,0.7576185984645853,-2.923857811634807,134.5887696389423
56,272.3982352903237,-37.826463040789996,4121.239498149089,4.885061818274189,-2.275808811663572,174.31551565773566
57,101.10225147927004,-31.425747741980487,5883.939362169375,3.1996142086298707,-0.04465378840564593,11.742980519011383
58,244.1875319613446,34.08959839729614,3198.05222760739,4.586167039292055,-2.4456742008886847,14.804599292206504
59,327.3406734112795,75.28573725649079,3090.3910761000598,0.3762528993253734,-0.87185792598736,107.56271227666878
60,134.7302175654812,13.385316284389717,5502.501554203073,3.0528685746867956,-2.76828045730274,30.3316660609694
61,120.73182258444245,81.82521600661585,5538.821766031215,3.2495230951829845,-0.6250042671007279,159.04741471707212
62,342.2120932274458,51.68528261723441,6458.252364923095,4.681590571069333,-0.5040408555908833,132.48269194015222
63,337.0598430936567,30.085187634425523,6191.9999546616145,4.327980585440031,-2.731991783460937,183.88521947367795
64,191.8971736713874,75.14263877351098,6750.864796257525,1.1325277879252138,-2.3530985638902098,19.609882518695557
65,348.027034487163,80.68426584086092,5024.020395272411,0.5090014842378918,-1.7338541880955824,118.99983441301615
66,246.69893214949988,-32.601680948482546,7384.892193369969,2.1778693150105304,-0.08421776347334742,155.5289399729328
67,296.4596910002078,-12.477030077621478,8661.47440698279,1.1686457472986274,-0.0425183450474238,178.9613829655557
68,277.64710031698803,-89.00774890416692,7077.804831172178,2.361556589067665,0.10548479224223639,161.76151090311802
69,137.722288921618,15.88574821616443,3631.5777531282743,3.7000635221070883,-2.892314683309871,137.94798495132824
70,293.06999640981155,-78.17146519432313,6510.485269073916,3.76142149088119,-1.2074255264613094,96.01057289723728
